SBS1	SBS2	SBS5	SBS6	SBS7a	SBS7b	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS19	SBS20	SBS21	SBS23	SBS24	SBS25	SBS26	SBS28	SBS30	SBS31	SBS32	SBS33	SBS37	SBS38	SBS39	SBS40	SBS42	SBS43	SBS44	SBS45	SBS46	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS91	SBS92	SBS93	virus	type
Human_alphaherpesvirus_2_96N16-N191	0.00778210116731518	0	0.365758754863813	0	0	0	0	0	0	0	0	0.11284046692607	0	0	0.237354085603113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276264591439689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N16-N191
Human_alphaherpesvirus_2_96N17-LT797632.1	0	0	0.174528301886792	0	0	0	0	0	0	0	0.117924528301887	0	0	0	0.150943396226415	0	0	0	0	0	0	0	0	0	0	0	0.132075471698113	0	0	0.169811320754717	0	0	0	0	0	0	0	0	0	0	0.0754716981132075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179245283018868	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N17-LT797632.1
Human_alphaherpesvirus_2_96N17-N181	0.117647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N17-N181
Human_alphaherpesvirus_2_96N18-KY922720.1	0	0	0.40431654676259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323741007194245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271942446043165	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N18-KY922720.1
Human_alphaherpesvirus_2_96N18-LT797623.1	0	0	0.403508771929825	0	0	0	0	0	0	0	0.105263157894737	0	0	0	0.280701754385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210526315789474	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N18-LT797623.1
Human_alphaherpesvirus_2_96N19-LT799380.1	0	0	0.371134020618557	0	0	0	0	0	0	0	0.123711340206186	0	0	0	0.298969072164948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206185567010309	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N19-LT799380.1
Human_alphaherpesvirus_2_96N19-N202	0.0512	0	0	0	0	0.1424	0	0	0	0	0	0	0	0	0.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N19-N202
Human_alphaherpesvirus_2_96N2-N3	0	0	0.134078212290503	0	0	0	0	0	0	0	0.111731843575419	0	0	0	0.262569832402235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139664804469274	0	0	0	0	0	0	0	0	0	0.128491620111732	0	0	0	0	0	0	0	0	0.223463687150838	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N2-N3
Human_alphaherpesvirus_2_96N2-N4	0.00943396226415094	0	0.443396226415094	0	0	0	0	0	0	0	0.14622641509434	0	0	0	0.207547169811321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193396226415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N2-N4
Human_alphaherpesvirus_2_96N21-LT797633.1	0.142857142857143	0	0.0634920634920635	0	0	0	0	0	0	0	0.0952380952380952	0	0	0	0.253968253968254	0	0	0	0	0.19047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0	0	0	0	0.158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N21-LT797633.1
Human_alphaherpesvirus_2_96N22-N25	0.142857142857143	0	0.380952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238095238095238	0	0	0	0	0.238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N22-N25
Human_alphaherpesvirus_2_96N23-LT797627.1	0.126760563380282	0	0.26056338028169	0	0	0	0	0	0	0	0.21830985915493	0	0	0	0.246478873239437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147887323943662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N23-LT797627.1
Human_alphaherpesvirus_2_96N24-LT797626.1	0.0309278350515464	0	0.298969072164948	0	0	0	0	0	0	0	0.206185567010309	0	0	0	0.185567010309278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278350515463918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N24-LT797626.1
Human_alphaherpesvirus_2_96N24-LT797786.1	0.0625	0	0.2	0	0	0	0	0	0	0	0.225	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N24-LT797786.1
Human_alphaherpesvirus_2_96N25-LT797629.1	0.149425287356322	0	0.172413793103448	0	0	0	0	0	0	0	0.206896551724138	0	0	0	0.206896551724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264367816091954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N25-LT797629.1
Human_alphaherpesvirus_2_96N26-LT797624.1	0.0681818181818182	0	0.170454545454545	0	0	0	0	0	0	0	0.193181818181818	0	0	0	0.409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N26-LT797624.1
Human_alphaherpesvirus_2_96N27-LT797625.1	0.0103092783505155	0	0.309278350515464	0	0	0	0	0	0	0	0.144329896907216	0	0	0	0.422680412371134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11340206185567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N27-LT797625.1
Human_alphaherpesvirus_2_96N27-N28	0.205882352941176	0	0.0294117647058824	0	0	0	0	0	0	0	0.382352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382352941176471	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N27-N28
Human_alphaherpesvirus_2_96N28-LT797622.1	0.0547945205479452	0	0.26027397260274	0	0	0	0	0	0	0	0.26027397260274	0	0	0	0.315068493150685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10958904109589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N28-LT797622.1
Human_alphaherpesvirus_2_96N28-LT797631.1	0.305084745762712	0	0.288135593220339	0	0	0	0	0	0	0	0.135593220338983	0	0	0	0.271186440677966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N28-LT797631.1
Human_alphaherpesvirus_2_96N29-LT797630.1	0	0	0.388571428571429	0	0	0	0	0	0	0	0.165714285714286	0	0	0	0.211428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N29-LT797630.1
Human_alphaherpesvirus_2_96N30-N31	0	0	0.264705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205882352941176	0	0	0	0	0	0	0	0	0	0	0.147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382352941176471	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N30-N31
Human_alphaherpesvirus_2_96N31-LT797634.1	0	0.0967741935483871	0	0.204301075268817	0	0	0	0	0	0	0.193548387096774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172043010752688	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N31-LT797634.1
Human_alphaherpesvirus_2_96N32-KY922721.1	0	0	0.320712694877506	0	0	0	0	0	0	0	0	0	0	0	0.21826280623608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192650334075724	0	0	0	0	0	0	0	0	0.26837416481069	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N32-KY922721.1
Human_alphaherpesvirus_2_96N32-LT797636.1	0	0	0.358695652173913	0.260869565217391	0	0	0	0	0	0	0.206521739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173913043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N32-LT797636.1
Human_alphaherpesvirus_2_96N33-LT797628.1	0	0	0.253012048192771	0	0	0	0	0	0	0	0	0	0	0	0.228915662650602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108433734939759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180722891566265	0	0	0.228915662650602	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N33-LT797628.1
Human_alphaherpesvirus_2_96N33-N34	0	0	0.233576642335766	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184306569343066	0	0	0	0	0	0	0	0	0.332116788321168	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N33-N34
Human_alphaherpesvirus_2_96N35-MK855052.1	0.0261194029850746	0	0.115671641791045	0	0	0	0	0	0	0	0	0	0	0	0.175373134328358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432835820895522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N35-MK855052.1
Human_alphaherpesvirus_2_96N35-MN187895.1	0.0825688073394495	0	0.321100917431193	0	0	0.155963302752294	0	0	0	0	0	0	0	0	0.204892966360856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235474006116208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N35-MN187895.1
Human_alphaherpesvirus_2_96N36-KY922726.1	0.0376569037656904	0	0.163179916317992	0	0	0	0	0	0	0	0.129707112970711	0	0	0	0.238493723849372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150627615062762	0	0	0	0	0	0	0	0	0	0.108786610878661	0	0	0	0	0	0	0	0	0.171548117154812	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N36-KY922726.1
Human_alphaherpesvirus_2_96N36-OM370995.1	0.00403225806451613	0	0.314516129032258	0	0	0	0	0	0	0	0	0	0	0	0.229838709677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205645161290323	0	0	0	0	0	0	0	0	0.245967741935484	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N36-OM370995.1
Human_alphaherpesvirus_2_96N4-Z86099.2	0.0854700854700855	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188034188034188	0	0	0	0	0	0.452991452991453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196581196581197	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N4-Z86099.2
Human_alphaherpesvirus_2_96N6-N35	0.0140845070422535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985915492957746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N6-N35
Human_alphaherpesvirus_2_96N7-N15	0.0166666666666667	0	0.566666666666667	0	0	0.183333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N7-N15
Human_alphaherpesvirus_2_96N8-LT797682.1	0.0449438202247191	0	0.567415730337079	0	0	0	0	0	0	0	0.179775280898876	0	0	0	0.207865168539326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N8-LT797682.1
Human_alphaherpesvirus_2_96N9-KF781518.1	0	0	0.374789915966387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233613445378151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226890756302521	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N9-KF781518.1
Human_alphaherpesvirus_2_96N9-N8	0.0677966101694915	0	0.389830508474576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23728813559322	0	0.305084745762712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N9-N8
Human_alphaherpesvirus_3_96N15-N162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N15-N162
Human_alphaherpesvirus_3_96N2-N31	0.0217391304347826	0	0.173913043478261	0	0	0.108695652173913	0.217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152173913043478	0	0	0	0	0.326086956521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N2-N31
Human_alphaherpesvirus_3_96N2-N40	0.0638297872340425	0	0.553191489361702	0.234042553191489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148936170212766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N2-N40
Human_alphaherpesvirus_3_96N26-N28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N26-N28
Human_alphaherpesvirus_3_96N28-S50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N28-S50
Human_alphaherpesvirus_3_96N36-S52	0.111111111111111	0	0.288888888888889	0	0	0.133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155555555555556	0.155555555555556	0	0.155555555555556	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N36-S52
Human_alphaherpesvirus_3_96N38-S56	0	0.15625	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59375	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N38-S56
Human_alphaherpesvirus_3_96N39-S57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N39-S57
Human_alphaherpesvirus_3_96N45-N46	0.169230769230769	0	0.384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N45-N46
Human_alphaherpesvirus_3_96N58-N70	0.0238095238095238	0.119047619047619	0.428571428571429	0.19047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N58-N70
Human_alphaherpesvirus_3_96N59-S1	0.136363636363636	0	0.329545454545455	0	0.0795454545454545	0	0	0	0	0	0	0	0.204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N59-S1
Human_alphaherpesvirus_3_96N60-N68	0.0652173913043478	0	0	0	0	0	0.239130434782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347826086956522	0	0	0	0	0	0	0	0	0.347826086956522	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N60-N68
Human_alphaherpesvirus_3_96N61-S39	0	0	0.131578947368421	0.421052631578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N61-S39
Human_alphaherpesvirus_3_96N62-S40	0	0.108695652173913	0.41304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173913043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304347826086957	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N62-S40
Human_alphaherpesvirus_3_96N66-S41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627118644067797	0	0.372881355932203	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N66-S41
Human_alphaherpesvirus_3_96N68-S47	0.115384615384615	0	0.884615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N68-S47
Human_alphaherpesvirus_3_96N72-S9	0.0303030303030303	0	0.484848484848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484848484848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N72-S9
Human_alphaherpesvirus_3_96N73-S23	0.0263157894736842	0	0.605263157894737	0	0	0	0	0	0	0	0	0	0	0	0.184210526315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184210526315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N73-S23
Human_alphaherpesvirus_3_96N78-S8	0.0384615384615385	0	0.307692307692308	0	0	0	0	0.487179487179487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N78-S8
Lumpy_skin_disease_96N18-N19	0.038961038961039	0	0.415584415584416	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12987012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324675324675325	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N18-N19
Lumpy_skin_disease_96N19-N203	0.102040816326531	0	0.26530612244898	0	0	0	0	0	0	0	0	0	0.183673469387755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448979591836735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N19-N203
Lumpy_skin_disease_96N19-N36	0	0	0.2	0.223076923076923	0	0	0	0	0	0	0	0	0.276923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115384615384615	0	0	0.184615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N19-N36
Lumpy_skin_disease_96N20-N211	0.233333333333333	0	0.433333333333333	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N20-N211
Lumpy_skin_disease_96N20-S32	0	0.0714285714285714	0.228571428571429	0.271428571428571	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171428571428571	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N20-S32
Lumpy_skin_disease_96N21-N22	0.0789473684210526	0	0.385964912280702	0	0	0	0	0	0	0	0.0964912280701754	0	0.236842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201754385964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N21-N22
Lumpy_skin_disease_96N21-N35	0.158730158730159	0	0.365079365079365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253968253968254	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N21-N35
Lumpy_skin_disease_96N36-N37	0.0828402366863905	0	0.242603550295858	0	0	0	0	0	0	0	0.124260355029586	0	0.301775147928994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248520710059172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N36-N37
Lumpy_skin_disease_96N36-S16	0.15	0	0.45	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N36-S16
Lumpy_skin_disease_96N37-N38	0.114285714285714	0	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542857142857143	0	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N37-N38
